상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805454448,낫컴플리트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,150,2.0,서울특별시 종로구 명륜2가 150-2,111103000000.0,서울특별시 종로구 성균관로,12.0,5.0,1.11102e+24,,서울특별시 종로구 성균관로 12-5,110530,3074,,2,,126.9980961,37.5842039
MA010120220805466468,유환푸드,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,84,3.0,서울특별시 종로구 혜화동 84-3,111104000000.0,서울특별시 종로구 창경궁로35길,13.0,,1.11102e+24,,서울특별시 종로구 창경궁로35길 13,110530,3076,,1,,127.001484,37.58655729
MA010120220805488786,버거파크,,I2,음식,I210,기타 간이,I21004,버거,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,101,2.0,서울특별시 종로구 명륜4가 101-2,111104000000.0,서울특별시 종로구 대학로11길,5.0,,1.11102e+24,,서울특별시 종로구 대학로11길 5,110530,3079,,,,127.0013503,37.58215908
MA010120220805501127,디오엠,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,195,11.0,서울특별시 종로구 명륜2가 195-11,111103000000.0,서울특별시 종로구 성균관로,4.0,8.0,1.11102e+24,,서울특별시 종로구 성균관로 4-8,110530,3074,,1,,126.9987267,37.58361456
MA010120220805505906,명륜진사갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,53,,서울특별시 종로구 명륜3가 53,111103000000.0,서울특별시 종로구 성균관로,25.0,1.0,1.11102e+24,성균관대학교,서울특별시 종로구 성균관로 25-1,110745,3063,,1,,126.9951078,37.5858274
MA010120220805518093,로젤,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,154,13.0,서울특별시 종로구 명륜4가 154-13,111104000000.0,서울특별시 종로구 창경궁로26길,33.0,,1.11102e+24,,서울특별시 종로구 창경궁로26길 33,110530,3079,,1,,126.9994414,37.58181854
MA010120220805803698,니카이야스미,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,173,2.0,서울특별시 종로구 명륜4가 173-2,111104000000.0,서울특별시 종로구 대명길,39.0,10.0,1.11102e+24,,서울특별시 종로구 대명길 39-10,110530,3078,,,,126.9995905,37.58252261
MA010120220805799958,스시사소우,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,183,,서울특별시 종로구 명륜4가 183,111104000000.0,서울특별시 종로구 대명길,45.0,,1.11102e+24,,서울특별시 종로구 대명길 45,110530,3078,,3,,126.9991794,37.58278043
MA010120220805906488,육미안,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,182,1.0,서울특별시 종로구 명륜2가 182-1,111103000000.0,서울특별시 종로구 창경궁로,246.0,4.0,1.11102e+24,,서울특별시 종로구 창경궁로 246-4,110530,3077,,1,,126.9994337,37.58324212
MA010120220805927244,워터스트리트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,33,69.0,서울특별시 종로구 명륜1가 33-69,111103000000.0,서울특별시 종로구 혜화로,33.0,,1.11102e+24,,서울특별시 종로구 혜화로 33,110530,3068,,1,,126.9993855,37.58853081
MA010120220805962822,째즈&라멘,,I2,음식,I203,일식,I20303,일식 면 요리,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,26.0,서울특별시 종로구 명륜3가 1-26,111104000000.0,서울특별시 종로구 명륜3길,4.0,,1.11102e+24,,서울특별시 종로구 명륜3길 4,110811,3064,,,,126.9945556,37.58900336
MA010120220805964879,떼루와,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,142,1.0,서울특별시 종로구 명륜2가 142-1,111103000000.0,서울특별시 종로구 성균관로,19.0,,1.11102e+24,,서울특별시 종로구 성균관로 19,110530,3073,,,,126.9973124,37.58438646
MA010120220806161842,스시마시따,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,36,1.0,서울특별시 종로구 명륜2가 36-1,111104000000.0,서울특별시 종로구 대명길,24.0,,1.11102e+24,성진빌딩,서울특별시 종로구 대명길 24,110530,3077,,3,,127.0002466,37.58341119
MA010120220806269423,방선생웃음밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,33,68.0,서울특별시 종로구 명륜1가 33-68,111103000000.0,서울특별시 종로구 혜화로,33.0,1.0,1.11102e+24,,서울특별시 종로구 혜화로 33-1,110530,3068,,,,126.9993383,37.58867458
MA010120220806302192,명분,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,130,,서울특별시 종로구 명륜2가 130,111103000000.0,서울특별시 종로구 성균관로,26.0,4.0,1.11102e+24,,서울특별시 종로구 성균관로 26-4,110530,3074,,1,,126.9974157,37.58512619
MA010120220806367028,칠린,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,167,2.0,서울특별시 종로구 명륜4가 167-2,111104000000.0,서울특별시 종로구 대학로11길,41.0,8.0,1.11102e+24,,서울특별시 종로구 대학로11길 41-8,110530,3079,,1,,126.9993462,37.58216013
MA010120220806397280,셰이디드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,136,1.0,서울특별시 종로구 명륜3가 136-1,111104000000.0,서울특별시 종로구 성균관로3길,15.0,,1.11102e+24,,서울특별시 종로구 성균관로3길 15,110812,3073,,1,,126.9972823,37.58325089
MA010120220806428365,삼겹살대통령,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,197,2.0,서울특별시 종로구 혜화동 197-2,111104000000.0,서울특별시 종로구 대학로14길,12.0,1.0,1.11102e+24,,서울특별시 종로구 대학로14길 12-1,110530,3084,,,,127.0026865,37.5838373
MA010120220806430285,카페코지성대점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,209,4.0,서울특별시 종로구 명륜2가 209-4,111103000000.0,서울특별시 종로구 성균관로,8.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 8-1,110530,3074,,1,,126.9981935,37.58369113
MA010120220806460911,윌,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,16,1.0,서울특별시 종로구 명륜4가 16-1,111104000000.0,서울특별시 종로구 대명1길,7.0,,1.11102e+24,옥산,서울특별시 종로구 대명1길 7,110530,3078,,4,,127.0009864,37.58312011
MA010120220806456740,카페빵쌤,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,180,5.0,서울특별시 종로구 명륜2가 180-5,111104000000.0,서울특별시 종로구 대명길,32.0,,1.11102e+24,,서울특별시 종로구 대명길 32,110530,3077,,4,,126.9997394,37.5832357
MA010120220806470261,신장군마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,122,,서울특별시 종로구 명륜2가 122,111103000000.0,서울특별시 종로구 성균관로,26.0,,1.11102e+24,,서울특별시 종로구 성균관로 26,110530,3074,,2,,126.9973043,37.58499009
MA010120220806491313,동학,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,167,6.0,서울특별시 종로구 명륜2가 167-6,111104000000.0,서울특별시 종로구 창경궁로31길,4.0,,1.11102e+24,,서울특별시 종로구 창경궁로31길 4,110530,3074,,1,,126.9990985,37.58375287
MA010120220806518418,뽀글뚝배기냠냠비빔밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,2,24.0,서울특별시 종로구 명륜3가 2-24,111104000000.0,서울특별시 종로구 명륜길,17.0,,1.11102e+24,,서울특별시 종로구 명륜길 17,110812,3071,,1,,126.9957448,37.58813948
MA010120220806511268,무교동유정낙지,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,90,,서울특별시 종로구 명륜4가 90,111103000000.0,서울특별시 종로구 대학로,123.0,1.0,1.11102e+24,,서울특별시 종로구 대학로 123-1,110530,3079,,2,,127.0015985,37.58222425
MA010120220806596163,브롱스,,I2,음식,I211,주점,I21103,생맥주 전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,171,,서울특별시 종로구 명륜4가 171,111104000000.0,서울특별시 종로구 대학로11길,43.0,,1.11102e+24,,서울특별시 종로구 대학로11길 43,110530,3079,,1,,126.9992289,37.58246549
MA010120220806609849,자몽밀크티,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,27.0,서울특별시 종로구 명륜3가 1-27,111104000000.0,서울특별시 종로구 명륜길,45.0,5.0,1.11102e+24,,서울특별시 종로구 명륜길 45-5,110811,3064,,1,,126.9944194,37.58902923
MA010120220806657128,블루룸,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,66,3.0,서울특별시 종로구 명륜4가 66-3,111104000000.0,서울특별시 종로구 대명1길,16.0,7.0,1.11102e+24,,서울특별시 종로구 대명1길 16-7,110530,3078,,1,,127.0002874,37.58289795
MA010120220806653466,레코드피자,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,21,12.0,서울특별시 종로구 명륜2가 21-12,111103000000.0,서울특별시 종로구 창경궁로,258.0,11.0,1.11102e+24,,서울특별시 종로구 창경궁로 258-11,110530,3077,,1,,127.0005591,37.58374722
MA010120220806714640,늘깨어있는,,I2,음식,I212,비알코올 ,I21201,카페,M71531,경영 컨설팅업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,27,1.0,서울특별시 종로구 혜화동 27-1,111104000000.0,서울특별시 종로구 창경궁로35길,63.0,,1.11102e+24,한양도성혜화동전시안내센터,서울특별시 종로구 창경궁로35길 63,110530,3076,,1,,127.0029966,37.58859741
MA010120220806741717,바이미디저트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,42,1.0,서울특별시 종로구 명륜4가 42-1,111104000000.0,서울특별시 종로구 대명1길,13.0,,1.11102e+24,,서울특별시 종로구 대명1길 13,110530,3078,,2,,127.0007846,37.58297424
MA010120220806782515,커피볶는중카페김쌤,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,129,1.0,서울특별시 종로구 명륜2가 129-1,111103000000.0,서울특별시 종로구 성균관로,28.0,,1.11102e+24,,서울특별시 종로구 성균관로 28,110530,3074,,3,,126.9972113,37.58516951
MA010120220806834645,달곰집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,52,,서울특별시 종로구 명륜4가 52,111104000000.0,서울특별시 종로구 대명길,29.0,3.0,1.11102e+24,,서울특별시 종로구 대명길 29-3,110530,3078,,2,,127.0001162,37.58300462
MA010120220806829063,이삭토스트,,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,143,9.0,서울특별시 종로구 명륜2가 143-9,111103000000.0,서울특별시 종로구 성균관로,18.0,,1.11102e+24,,서울특별시 종로구 성균관로 18,110530,3074,,1,,126.9976179,37.58439806
MA010120220806851608,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,15,1.0,서울특별시 종로구 명륜4가 15-1,111104000000.0,서울특별시 종로구 대명1길,10.0,,1.11102e+24,,서울특별시 종로구 대명1길 10,110530,3078,,2,,127.0007716,37.58310027
MA010120220806862347,혜화역4번출구카페제이드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,136,,서울특별시 종로구 혜화동 136,111104000000.0,서울특별시 종로구 창경궁로34길,5.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 5,110530,3077,,2,,127.0010324,37.5847604
MA010120220806927039,일월일일,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,196,11.0,서울특별시 종로구 명륜4가 196-11,111103000000.0,서울특별시 종로구 창경궁로,231.0,,1.11102e+24,,서울특별시 종로구 창경궁로 231,110530,3073,,2,,126.9980151,37.58264441
MA010120220806925543,코나헤이븐,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,26,3.0,서울특별시 종로구 명륜1가 26-3,111103000000.0,서울특별시 종로구 성균관로,82.0,,1.11102e+24,도광루미네스트,서울특별시 종로구 성균관로 82,110530,3068,,지,,126.997947,37.58941064
MA010120220806975921,현초밥,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,166,1.0,서울특별시 종로구 명륜4가 166-1,111104000000.0,서울특별시 종로구 대학로11길,39.0,,1.11102e+24,영성빌딩,서울특별시 종로구 대학로11길 39,110530,3079,,1,,126.9994122,37.58230485
MA010120220806971660,더벤티혜화로점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,15,51.0,서울특별시 종로구 혜화동 15-51,111103000000.0,서울특별시 종로구 혜화로,20.0,,1.11102e+24,,서울특별시 종로구 혜화로 20,110530,3067,,1,,127.0000346,37.58741002
MA010120220807000660,싸움의고수,,I2,음식,I201,한식,I20103,족발/보쌈,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,142,2.0,서울특별시 종로구 명륜2가 142-2,111103000000.0,서울특별시 종로구 성균관로,17.0,,1.11102e+24,,서울특별시 종로구 성균관로 17,110530,3073,,1,,126.9973814,37.58430595
MA010120220807051959,육즙마니,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,167,3.0,서울특별시 종로구 혜화동 167-3,111103000000.0,서울특별시 종로구 대학로,143.0,,1.11102e+24,,서울특별시 종로구 대학로 143,110530,3077,,4,,127.0012914,37.58402373
MA010120220807073294,브라운에비뉴,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,237,,서울특별시 종로구 명륜2가 237,111104000000.0,서울특별시 종로구 혜화로3길,5.0,,1.11102e+24,명륜동주상복합아남아파트,서울특별시 종로구 혜화로3길 5,110767,3075,,,,127.0002126,37.58595184
MA010120220807101614,미분당,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,188,4.0,서울특별시 종로구 명륜4가 188-4,111103000000.0,서울특별시 종로구 창경궁로,234.0,,1.11102e+24,동화빌딩,서울특별시 종로구 창경궁로 234,110530,3079,,1,,126.9985041,37.58248637
MA010120220807123914,비에이치씨치킨종로성대점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,83,5.0,서울특별시 종로구 명륜1가 83-5,111103000000.0,서울특별시 종로구 성균관로,40.0,,1.11102e+24,새주빌딩,서울특별시 종로구 성균관로 40,110530,3069,,1,,126.996901,37.58635624
MA010120220807136479,비알배스킨라빈스대학로,,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,183,,서울특별시 종로구 혜화동 183,111103000000.0,서울특별시 종로구 대학로,142.0,,1.11102e+24,,서울특별시 종로구 대학로 142,110530,3084,,3,,127.0019633,37.58373207
MA010120220807158716,조개집,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,139,1.0,서울특별시 종로구 혜화동 139-1,111104000000.0,서울특별시 종로구 창경궁로34길,10.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 10,110530,3077,,1,,127.0008872,37.584615
MA010120220807153098,낙원복떡방,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,126,3.0,서울특별시 종로구 혜화동 126-3,111103000000.0,서울특별시 종로구 창경궁로,269.0,,1.11102e+24,,서울특별시 종로구 창경궁로 269,110530,3075,,1,,127.0006511,37.58533383
MA010120220807368229,더킹스빈,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,188,,서울특별시 종로구 명륜2가 188,111104000000.0,서울특별시 종로구 대명길,46.0,,1.11102e+24,,서울특별시 종로구 대명길 46,110530,3077,,1,,126.9990185,37.58295928
MA010120220807385067,도리안그레이,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,80,1.0,서울특별시 종로구 명륜4가 80-1,111104000000.0,서울특별시 종로구 대학로11길,27.0,,1.11102e+24,,서울특별시 종로구 대학로11길 27,110530,3079,,1,,127.0001177,37.58204052
MA010120220807416529,탕화쿵푸,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,32,,서울특별시 종로구 명륜2가 32,111103000000.0,서울특별시 종로구 창경궁로,258.0,15.0,1.11102e+24,,서울특별시 종로구 창경궁로 258-15,110530,3077,,2,,127.0006291,37.58359464
MA010120220807409191,다다미소바,,I2,음식,I203,일식,I20303,일식 면 요리,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,118,3.0,서울특별시 종로구 명륜4가 118-3,111104000000.0,서울특별시 종로구 대학로9길,22.0,,1.11102e+24,,서울특별시 종로구 대학로9길 22,110530,3079,,,,127.0007108,37.58172117
MA010120220807436518,명륜분식,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,211,,서울특별시 종로구 명륜2가 211,111103000000.0,서울특별시 종로구 성균관로,12.0,,1.11102e+24,유니지오,서울특별시 종로구 성균관로 12,110530,3074,,,,126.9981332,37.58396994
MA010120220807774713,깐베이GANBEI혜화,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,83,1.0,서울특별시 종로구 명륜4가 83-1,111104000000.0,서울특별시 종로구 대학로11길,22.0,,1.11102e+24,,서울특별시 종로구 대학로11길 22,110530,3078,,1,,127.0004197,37.5823224
MA010120220807776301,카페혜화동,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,145,,서울특별시 종로구 명륜4가 145,111104000000.0,서울특별시 종로구 창경궁로26길,40.0,,1.11102e+24,,서울특별시 종로구 창경궁로26길 40,110530,3079,,2,,126.9998933,37.58189445
MA010120220807805069,진담푸드대학로,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,52,,서울특별시 종로구 명륜4가 52,111104000000.0,서울특별시 종로구 대명길,29.0,3.0,1.11102e+24,,서울특별시 종로구 대명길 29-3,110530,3078,,1,,127.0001162,37.58300462
MA010120220807802760,센꼬치,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,8,27.0,서울특별시 종로구 명륜2가 8-27,111103000000.0,서울특별시 종로구 창경궁로,249.0,,1.11102e+24,,서울특별시 종로구 창경궁로 249,110530,3075,,1,,126.9993801,37.58386338
MA010120220807928818,혜화몰트,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,163,18.0,서울특별시 종로구 혜화동 163-18,111104000000.0,서울특별시 종로구 대학로14길,18.0,,1.11102e+24,,서울특별시 종로구 대학로14길 18,110530,3084,,,,127.0026483,37.58415234
MA010120220807940902,99도버블티,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,77,1.0,서울특별시 종로구 명륜3가 77-1,111104000000.0,서울특별시 종로구 성균관로5길,17.0,,1.11102e+24,,서울특별시 종로구 성균관로5길 17,110812,3073,,1,,126.9964065,37.58439678
MA010120220807914946,이어걸,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,128,,서울특별시 종로구 명륜2가 128,111103000000.0,서울특별시 종로구 성균관로,28.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 28-1,110530,3074,,1,,126.9971987,37.58526851
MA010120220807931680,희래등반점,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1351.0,서울특별시 종로구 명륜3가 1-1351,111104000000.0,서울특별시 종로구 명륜길,31.0,,1.11102e+24,,서울특별시 종로구 명륜길 31,110811,3071,,1,,126.9951843,37.5885582
MA010120220808045652,투썸플레이스혜화,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,126,3.0,서울특별시 종로구 혜화동 126-3,111103000000.0,서울특별시 종로구 창경궁로,269.0,,1.11102e+24,,서울특별시 종로구 창경궁로 269,110530,3075,,,,127.0006511,37.58533383
MA010120220808091784,정돈,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,107,,서울특별시 종로구 명륜4가 107,111104000000.0,서울특별시 종로구 대학로9길,12.0,,1.11102e+24,,서울특별시 종로구 대학로9길 12,110530,3079,,지,,127.0010833,37.58180541
MA010120220808059628,하늘아래바람,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,154,12.0,서울특별시 종로구 명륜4가 154-12,111104000000.0,서울특별시 종로구 창경궁로26길,35.0,,1.11102e+24,,서울특별시 종로구 창경궁로26길 35,110530,3079,,1,,126.9995648,37.58190068
MA010120220808045005,미정국수0410,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,21,2.0,서울특별시 종로구 명륜4가 21-2,111103000000.0,서울특별시 종로구 대학로,131.0,,1.11102e+24,,서울특별시 종로구 대학로 131,110530,3078,,1,,127.0014877,37.58289008
MA010120220808145229,히메카츠,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,133,1.0,서울특별시 종로구 혜화동 133-1,111103000000.0,서울특별시 종로구 창경궁로,266.0,,1.11102e+24,복지빌딩,서울특별시 종로구 창경궁로 266,110530,3077,,1,,127.0008171,37.58477659
